0.2652,0.47995,0,0,0.0151
0.096607,0.049188,0,0.065499,0.064182
0.1166,0.26499,0,0.01954,0.061785
0.40132,0.2865,0.029002,0,0
0.24884,0.18763,0,0.026659,0.026678
0.13611,0.26383,0.00039886,0.04065,0.04317
0.25573,0.13758,0.11333,0,0.10485
0.17417,0.27848,0,0.045585,0.050437
0.37277,0,0.060583,0.066369,0.098567
0.057605,0.076537,0.026677,0.094589,0.040111
0.060672,0.022029,0.0031634,0.10694,0.020641
0,0,0.011837,0.066263,0.035859
0.059218,0.069581,0,0.13508,0
0.045821,0.045567,0,0.081755,0.014239
0.014317,0.0064303,0.0010977,0.082325,0.032778
0,0,0.0090306,0.088042,0.039537
0.0058137,0,0.00046712,0.14801,0.00040458
0,0,0.0088439,0.063406,0.023235
0.074368,0.085774,0.0014949,0.027281,0.067779
0,0.014666,0.0099519,0.07938,0
0,0.03527,0.0049533,0.032322,0
0.0074825,0.00020414,0.0095061,0.095503,0.0035284
0.0046214,0.051063,0,0,0.3832
0.050638,0.015629,0.014081,0.016939,0.12199
0.042045,0.026009,0.034648,0.10824,0.02146
0.070637,0.0013465,0,0.22407,0
0.094281,0.013252,0.048729,0.015773,0.11401
0.0041987,0,0.0046162,0.11678,0
0,0.0059577,0.0077338,0.035869,0.032122
0.083458,0.10697,0,0.074085,0
0.043339,0.07088,0,0.12927,0
0,0.013542,0.010319,0.052805,0.013953
0.070797,0.12433,0,0.085022,0.036533
0.01771,0.0017404,0,0.12048,0
0.0014924,0.0025625,0.015231,0.13922,0.011533
0.020922,0.01601,0,0.08848,0.043964
0,0.0017264,0.0070214,0.085847,0.041221
0.059113,0.050113,0,0.083582,0.016433
0.010341,0.0037234,0.0062086,0.14217,0.029368
0,0.0075058,0.012121,0.085944,0.056503
0,0.0057346,0.013399,0.1045,0.041457
0.012198,0.026732,0.010224,0.0673,0.040616
0.022878,0,0,0.13222,0.069753
0.020415,0.052401,0,0.13224,0
0.0050138,0.016103,0.0042494,0.089888,0.04104
0.013195,0,0.010932,0.20877,0
0.17896,0.082556,0,0.10634,0
0,0,0.0011519,0.063658,0.1102
0.2092,0.028217,0.060821,0.031302,0.075535
0.02456,0,0.02399,0.018742,0.059835
0.011105,0.015215,0.0093834,0.12219,0.023756
0.016665,0.0035439,0,0.11149,0.0326
0.014046,0.06539,0,0.088433,0.016012
0.026411,0.0047812,0.0045003,0.053574,0.04776
0.15405,0,0.0483,0.011048,0.14292
0.0072229,0,0.011882,0.15036,0
0.016637,0.0034198,0.0052152,0.1347,0
0.26498,0.22943,0,0.040566,0
0.048196,0,0.062125,0.021242,0.1329
0.017578,0.014923,0,0.1564,0.00079387
0.035715,0.074703,0.0059217,0.102,0.0027606
0.01955,0.022431,0.0036458,0.10901,0.016347
0.00046885,0.011721,0.0048788,0.1128,0.018102
0.0081499,0,0,0.22066,0
0.13723,0.10761,0,0.084476,0
0.013426,0.046863,0.0062622,0.10713,0.0080949
0,0.045573,0.011406,0.083607,0.029973
0.0096408,0,0.0079809,0,0.67849
0,0,0.0086066,0.11746,0.0039202
0,0.030303,0.0057844,0.069552,0.037088
0.014391,0.022622,0.0034828,0.078981,0.029303
0.0086151,0.01471,0.0050086,0.10948,0.026151
0.0049507,0,0.0024677,0.14145,0.0299
0,0.010299,0.0025597,0.06826,0.051057
0.19157,0.2016,0.041315,0.020176,0.0033057
0.059659,0,0.15666,0.00099209,0.13929
0,0,0.011639,0.08749,0.01172
0.041075,0.083941,0,0.080676,0.1002
0,0.028666,0.0047257,0.18527,0.066974
0.081779,0.078111,0,0.096879,0.028386
0.069421,0.090235,0,0.065399,0.029751
0.013259,0.070289,0.041353,0.0022298,0.16698
0.021395,0.04088,0,0.13418,0.0019071
0.10287,0.015738,0.064891,0,0.15786
0.064381,0.083084,0,0.041014,0.064169
0.14082,0.14815,0,0.083099,0
0.030207,0.02515,0,0.090922,0.0028883
0.094546,0.0063049,0.0056065,0.015972,0.1925
0.14347,0.13729,0.059884,0,0.076455
0.015673,0.16125,0.94757,0,0.063946
0.068121,0.10272,0,0.18794,0
0.0064824,0.00031578,0.0006829,0.093943,0.028122
0,9.5629e-05,0.011577,0.080358,0.023434
0.038894,0.10042,0.017618,0.074067,0.024878
0.0020722,0.0090336,0.0060101,0.088927,0.018233
0,0,0.011884,0.046135,0.042507
0,0,0.0098464,0.14379,0.040916
0.05089,0.146,0.0036595,0.16398,0
0,0,0.0058022,0.060599,0.039263
0,0.018497,0.0097535,0.043882,0.030844
0.0089299,0,0.019295,0.17515,0
0.0094017,0.0039683,0.0072172,0.1117,0.0093726
0.055784,0.0057473,0.090373,0,0.14975
0.01209,0,0.0011305,0.095628,0.014825
0,0.0012698,0.01221,0.080841,0.028369
0.092905,0,0.11324,0,0.14108
0.092317,0.030451,0,0.087466,0.031622
0.11746,0.044915,0,0.073573,0.020869
0.11763,0.26613,0,0.022351,0.020528
0.047999,0,0.094203,0.006434,0.17962
0,0.0053613,0.014713,0.036623,0.037371
